OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
46,201,105,17,188,6,9.0,72,4.0,1.0,62,8,32,34,29,1,33,24,6,2.0,1,8.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,196,100,14,207,4,4.0,47,3.0,2.0,57,8,35,31,29,0,34,18,6,5.0,0,0.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,185,67,8,136,3,5.0,82,2.0,2.0,58,5,43,24,45,0,32,29,6,1.0,0,1.0,4,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,186,70,8,123,5,3.0,85,1.0,6.0,42,7,47,22,54,0,34,24,5,2.0,3,6.0,1,1,0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,211,81,7,147,13,11.0,99,0.0,12.0,55,6,61,36,103,1,32,25,5,0.0,0,3.0,1,0,0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,190,80,6,121,6,4.0,72,2.0,2.0,69,6,44,39,41,1,32,31,1,1.0,1,6.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,175,80,10,123,11,6.0,90,0.0,4.0,44,7,48,26,52,4,36,10,5,1.0,0,6.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,155,95,11,117,9,7.0,81,1.0,2.0,46,10,31,23,24,0,33,18,5,1.0,2,3.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,145,98,4,154,5,5.0,61,3.0,1.0,40,6,34,37,27,1,24,22,2,0.0,2,2.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,157,87,5,124,2,0.0,74,4.0,1.0,39,12,58,17,46,0,23,22,1,2.0,2,2.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,190,65,9,123,5,4.0,65,0.0,4.0,54,14,53,24,39,0,37,22,2,0.0,1,6.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,184,66,9,117,11,3.0,86,1.0,5.0,50,11,48,30,37,2,22,18,2,3.0,2,3.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,159,49,9,121,5,2.0,88,1.0,5.0,46,14,36,29,40,2,27,15,4,1.0,0,2.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,193,50,8,113,9,3.0,86,3.0,1.0,46,7,36,18,57,2,21,20,4,0.0,1,2.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,181,100,5,151,9,5.0,87,0.0,4.0,52,10,38,26,32,1,38,19,2,2.0,0,7.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,187,85,2,149,2,4.0,59,1.0,5.0,32,8,38,24,21,1,23,13,6,1.0,0,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,150,72,3,116,4,5.0,81,1.0,2.0,36,8,39,37,33,1,38,20,3,1.0,1,2.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,184,73,9,114,4,2.0,81,0.0,1.0,39,9,44,19,46,0,28,23,5,1.0,0,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,196,63,12,137,3,2.0,80,3.0,3.0,52,7,36,24,54,1,31,23,3,0.0,1,4.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,173,72,6,121,8,2.0,79,2.0,2.0,52,9,39,22,38,2,24,24,2,2.0,0,8.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,210,76,9,123,10,7.0,94,0.0,3.0,56,8,54,35,50,6,41,25,5,2.0,0,3.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,179,111,17,131,6,1.0,79,0.0,2.0,54,8,32,32,36,4,51,32,5,2.0,0,6.0,0,0,2,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,191,78,2,168,3,4.0,62,0.0,2.0,42,6,31,30,30,0,15,22,2,1.0,0,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
35,175,84,9,117,5,4.0,86,1.0,1.0,47,7,39,38,40,0,31,30,5,0.0,1,1.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,173,72,10,139,5,0.0,72,2.0,5.0,47,7,57,29,47,0,35,25,5,1.0,1,7.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,190,62,10,103,5,1.0,82,2.0,1.0,49,8,45,22,36,1,33,30,3,1.0,0,8.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,181,69,9,118,4,4.0,83,0.0,3.0,54,10,54,31,46,3,31,17,2,2.0,0,10.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,174,99,12,158,8,4.0,92,3.0,3.0,55,17,55,35,39,0,32,23,2,2.0,0,3.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,175,96,16,158,4,3.0,66,2.0,3.0,53,13,40,32,38,3,30,20,5,1.0,1,7.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,153,96,6,161,8,8.0,53,2.0,2.0,40,12,27,36,28,1,36,25,6,2.0,1,7.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,176,101,15,143,4,3.0,56,3.0,7.0,73,10,38,36,41,0,37,15,5,3.0,0,1.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,190,77,7,134,5,0.0,78,2.0,4.0,42,11,49,27,39,0,27,22,5,1.0,1,6.0,0,1,0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,207,75,7,116,8,3.0,68,2.0,2.0,52,10,55,32,41,0,33,31,1,2.0,0,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,179,76,12,133,7,3.0,75,0.0,1.0,46,16,49,35,40,5,23,16,3,0.0,1,10.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,180,108,9,119,10,4.0,68,0.0,3.0,42,11,50,41,50,5,36,20,4,2.0,1,5.0,2,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,201,102,6,152,18,10.0,74,1.0,11.0,52,9,38,29,88,1,23,18,4,1.0,0,13.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,149,81,5,162,3,6.0,73,0.0,1.0,42,7,19,38,30,0,37,16,3,1.0,0,3.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,143,78,5,136,3,4.0,95,1.0,1.0,48,7,39,35,44,0,34,32,3,2.0,1,1.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,193,75,5,118,7,2.0,83,0.0,4.0,48,5,44,19,47,1,33,22,6,1.0,0,7.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,147,68,17,129,7,3.0,80,1.0,2.0,56,9,39,33,49,0,29,24,3,3.0,1,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,144,64,8,105,8,2.0,79,2.0,2.0,37,12,40,25,40,1,20,19,2,1.0,0,15.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,180,92,6,111,4,5.0,104,2.0,2.0,34,3,45,38,42,1,27,24,3,2.0,1,8.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,160,107,13,130,4,3.0,75,0.0,5.0,31,11,36,25,36,2,28,19,3,2.0,1,14.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,143,85,7,163,7,1.0,56,0.0,2.0,36,7,30,28,26,3,22,18,3,3.0,0,2.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,157,85,11,143,5,8.0,78,0.0,2.0,52,6,54,20,47,0,30,20,1,2.0,1,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,157,75,12,91,4,3.0,73,1.0,1.0,42,6,30,25,51,2,23,24,4,2.0,0,5.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,123,64,7,100,8,1.0,71,1.0,3.0,24,5,36,19,41,1,30,19,3,0.0,0,9.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,166,54,7,98,6,2.0,82,0.0,2.0,39,7,38,24,46,0,22,13,2,1.0,1,6.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,168,76,13,107,10,3.0,91,0.0,0.0,30,10,46,40,55,2,24,21,5,0.0,1,7.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,186,63,5,140,3,4.0,81,0.0,1.0,33,5,31,24,40,0,32,25,2,1.0,1,13.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,117,72,9,160,5,4.0,62,0.0,1.0,41,3,31,34,25,1,27,15,5,4.0,0,6.0,2,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,132,57,6,98,6,1.0,65,0.0,3.0,41,4,41,29,36,0,29,13,3,0.0,0,1.0,0,0,0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,140,52,4,108,3,3.0,69,0.0,2.0,31,8,41,22,49,1,29,13,3,2.0,1,6.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,143,57,4,107,8,4.0,65,0.0,2.0,44,6,45,21,43,1,15,22,4,2.0,0,2.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,131,36,4,106,6,7.0,60,0.0,1.0,55,8,47,25,42,3,30,19,2,0.0,2,7.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,168,73,10,120,10,4.0,76,0.0,2.0,42,10,43,23,44,1,34,13,3,0.0,1,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,167,101,8,124,4,6.0,69,0.0,3.0,43,7,49,36,26,0,23,12,5,3.0,0,5.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,142,94,7,152,6,9.0,62,1.0,2.0,43,3,22,40,20,0,28,18,4,0.0,0,0.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,129,65,9,111,5,4.0,44,0.0,1.0,30,3,36,26,38,0,29,10,0,0.0,0,0.0,0,1,0,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,172,68,3,104,3,2.0,61,0.0,1.0,32,8,51,24,45,0,31,18,4,0.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,185,90,10,103,4,3.0,73,1.0,0.0,28,5,37,23,37,1,17,15,3,1.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,84,64,2,128,7,2.0,20,0.0,2.0,23,0,33,26,14,1,13,11,1,0.0,0,0.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,117,75,7,124,5,3.0,65,0.0,3.0,24,4,25,30,33,0,22,22,1,2.0,1,4.0,0,0,0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,161,91,7,95,5,7.0,72,0.0,0.0,42,14,37,38,28,1,27,23,6,2.0,0,2.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,135,98,6,150,7,6.0,75,0.0,4.0,37,6,32,29,23,1,27,18,6,1.0,0,5.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,169,70,9,117,19,9.0,72,0.0,6.0,44,3,44,28,113,1,36,14,5,0.0,0,0.0,2,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,156,52,3,99,7,3.0,89,0.0,2.0,42,6,27,24,40,1,17,31,4,0.0,0,6.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,169,83,4,118,7,2.0,96,0.0,1.0,44,2,52,26,47,2,25,15,2,1.0,1,5.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,180,67,4,119,3,3.0,56,0.0,0.0,45,4,46,27,37,1,29,21,4,0.0,0,3.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,169,88,6,147,9,2.0,73,0.0,2.0,36,6,71,31,47,0,41,17,8,3.0,0,2.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,159,81,7,117,6,2.0,62,0.0,1.0,33,10,39,24,31,0,27,15,2,0.0,1,3.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,122,81,9,119,7,4.0,45,0.0,1.0,35,5,34,17,19,0,39,17,2,0.0,1,0.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,158,92,3,120,8,4.0,44,0.0,0.0,44,8,43,35,53,0,40,15,5,1.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,140,56,4,104,3,1.0,63,0.0,1.0,56,2,42,25,44,0,27,20,3,1.0,1,4.0,1,1,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,162,72,6,137,7,2.0,63,0.0,1.0,57,7,51,25,47,1,22,20,3,1.0,0,2.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,157,59,3,108,4,2.0,55,0.0,1.0,38,5,40,24,42,1,32,14,2,1.0,1,5.0,1,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,174,63,11,110,10,4.0,59,0.0,1.0,41,4,50,27,51,0,39,32,1,2.0,0,5.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,175,79,4,164,6,7.0,63,1.0,1.0,53,8,35,38,33,3,35,17,5,1.0,0,5.0,0,0,0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,137,93,12,160,10,2.0,61,0.0,2.0,49,10,32,23,31,1,22,18,3,0.0,0,8.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,164,62,6,127,5,3.0,51,0.0,3.0,57,3,38,25,60,0,40,22,0,2.0,0,1.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,149,60,4,100,4,2.0,57,1.0,6.0,43,4,51,23,42,0,25,22,3,2.0,0,8.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,171,70,7,123,4,5.0,62,0.0,2.0,35,6,49,27,43,0,37,18,2,5.0,0,6.0,1,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,169,70,8,98,3,3.0,63,0.0,3.0,41,2,55,24,38,0,26,12,1,0.0,0,2.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,166,70,9,125,13,2.0,87,0.0,3.0,46,7,54,25,48,1,41,15,2,1.0,1,3.0,0,0,0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,167,86,12,108,4,6.0,70,0.0,3.0,35,3,43,25,47,2,38,21,2,0.0,0,11.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,150,90,8,140,10,5.0,52,0.0,0.0,36,7,29,23,22,0,31,14,2,3.0,2,1.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,179,70,10,85,5,1.0,58,0.0,0.0,27,6,48,19,45,0,28,12,1,1.0,0,2.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,172,76,13,97,6,3.0,61,1.0,3.0,24,9,50,21,42,1,35,15,1,6.0,0,1.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,144,63,4,108,5,2.0,20,0.0,2.0,31,1,64,19,30,0,34,9,4,0.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,63,63,2,125,6,2.0,17,0.0,4.0,32,2,30,15,15,0,30,6,0,1.0,1,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,113,71,10,120,8,2.0,73,1.0,1.0,41,4,38,11,23,1,34,20,1,2.0,0,8.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,163,87,9,138,5,4.0,79,0.0,0.0,38,6,42,17,39,0,22,12,3,1.0,1,12.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,133,76,8,135,8,5.0,62,0.0,2.0,33,6,27,30,21,0,30,10,2,4.0,0,3.0,0,0,0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,154,68,7,103,6,0.0,60,0.0,3.0,41,4,43,31,57,0,29,22,2,0.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,125,63,9,89,2,2.0,62,0.0,0.0,28,1,36,25,44,0,23,19,4,0.0,2,1.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,141,78,9,91,5,3.0,24,0.0,1.0,31,3,38,26,56,1,30,14,1,1.0,1,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,154,93,23,200,160,60.0,43,0.0,49.0,39,3,16,23,223,1,32,19,3,0.0,0,0.0,1,0,15,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,130,65,7,116,4,3.0,86,0.0,1.0,35,7,33,25,52,0,36,16,5,0.0,0,8.0,0,1,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,136,70,5,125,6,3.0,70,0.0,1.0,38,4,21,28,27,5,29,20,7,1.0,0,12.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,108,42,5,111,3,4.0,66,0.0,2.0,34,4,16,14,19,0,19,14,7,0.0,1,6.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,123,35,6,89,6,2.0,43,0.0,3.0,36,6,38,24,42,0,17,15,1,1.0,0,2.0,0,1,0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,124,37,2,69,4,5.0,57,0.0,1.0,30,3,26,15,42,0,20,16,1,3.0,0,3.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,101,36,4,78,4,0.0,61,0.0,0.0,23,2,24,24,40,0,18,13,1,0.0,0,3.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,96,49,6,67,1,0.0,47,0.0,1.0,27,2,22,32,28,1,16,12,3,1.0,1,2.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,108,43,5,90,3,1.0,72,0.0,2.0,38,10,34,28,34,0,30,22,4,1.0,0,3.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,140,36,9,115,8,0.0,78,0.0,2.0,38,5,28,44,31,1,24,13,4,1.0,0,10.0,3,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,147,57,9,132,7,4.0,69,0.0,3.0,33,7,30,23,22,1,26,23,4,0.0,0,5.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,149,57,1,91,4,1.0,65,0.0,0.0,35,4,36,21,37,0,26,23,4,0.0,0,3.0,0,1,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,141,45,4,92,2,1.0,77,0.0,1.0,47,4,36,21,40,0,32,15,2,2.0,0,7.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,133,59,6,97,8,4.0,101,0.0,1.0,32,7,54,36,36,1,26,16,1,1.0,0,2.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,164,64,14,94,8,5.0,131,0.0,3.0,38,5,57,30,45,2,33,17,5,0.0,0,3.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,167,73,8,118,9,2.0,79,2.0,2.0,38,8,34,27,43,1,16,22,2,1.0,1,7.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,156,73,11,156,4,4.0,84,1.0,2.0,38,10,37,31,27,1,25,20,2,2.0,0,11.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,156,104,6,133,7,2.0,57,0.0,3.0,52,5,32,25,21,1,28,7,5,1.0,1,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,156,75,16,124,8,4.0,92,0.0,0.0,30,3,27,31,37,0,39,17,2,0.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,184,78,7,126,5,3.0,65,0.0,2.0,57,8,46,29,50,1,41,25,0,1.0,2,2.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,160,79,10,118,4,3.0,66,0.0,4.0,50,7,46,27,53,0,29,23,4,3.0,2,10.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,172,67,10,118,7,4.0,92,0.0,2.0,48,6,57,21,48,0,23,14,6,0.0,0,6.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,156,87,8,137,4,1.0,90,0.0,3.0,61,10,46,26,38,1,24,40,7,2.0,1,11.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,163,85,12,126,5,7.0,83,1.0,1.0,41,8,31,27,33,1,36,20,4,1.0,1,18.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,133,74,7,135,5,4.0,58,0.0,4.0,38,3,29,30,34,0,20,16,4,0.0,0,5.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,153,57,2,108,6,1.0,64,0.0,1.0,48,8,42,21,40,1,33,22,3,0.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,125,57,10,104,9,3.0,90,0.0,4.0,41,12,39,26,46,0,16,19,8,2.0,1,3.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,155,54,6,106,3,3.0,83,0.0,2.0,32,3,27,27,42,0,18,23,3,0.0,1,9.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,163,47,9,116,6,4.0,94,0.0,3.0,49,7,36,23,44,2,21,19,3,3.0,0,11.0,3,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,140,56,13,115,9,4.0,101,1.0,2.0,41,4,39,32,48,0,26,17,5,2.0,1,2.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,114,70,10,132,5,3.0,75,0.0,2.0,35,5,26,35,27,0,19,19,2,1.0,2,13.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,104,49,1,99,10,7.0,23,0.0,5.0,32,0,23,18,119,0,14,6,0,1.0,0,6.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,90,38,3,77,5,4.0,43,0.0,3.0,43,4,19,11,68,1,13,9,1,2.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,110,41,8,94,6,3.0,46,0.0,6.0,38,6,18,20,58,0,18,5,5,0.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,116,55,6,105,5,1.0,72,0.0,0.0,47,6,24,17,48,1,17,12,2,1.0,1,4.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,110,46,4,107,6,3.0,71,0.0,0.0,37,6,26,17,44,0,21,14,4,1.0,1,1.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,131,77,8,110,10,2.0,103,1.0,5.0,45,8,27,24,49,3,18,16,7,0.0,0,1.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,113,86,7,113,7,5.0,92,0.0,1.0,49,10,20,15,43,1,20,24,4,0.0,0,15.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
